WK_CODE	WK_NAAM
WK169503	Wijk 03 Kamperland
WK169504	Wijk 04 Wissenkerke
WK169505	Wijk 05 Geersdijk
WK169599	Groot water
WK169600	Wijk 00 's-Graveland
WK169601	Wijk 01 Kortenhoef
WK169602	Wijk 02 Ankeveen
WK169603	Wijk 03 Loosdrecht
WK169604	Wijk 04 Nieuw-Loosdrecht
WK169605	Wijk 05 Breukeleveen
WK169606	Wijk 06 Nederhorst den Berg
WK169900	Wijk 00 Roden
WK169901	Wijk 01 Roden
WK169903	Wijk 03 Norg
WK169904	Wijk 04 Norg
WK169906	Wijk 06 Peize
WK170001	Vriezenveen (kern)
WK170002	Westerhaar-Vriezenveensewijk
WK170003	Den Ham
WK170004	Vroomshoop
WK170005	Buitengebied Vriezenveen Noord
WK170006	Buitengebied Vriezenveen Zuid
WK170100	Wijk 00 Diever
WK170101	Wijk 01 Wapse
WK170102	Wijk 02 Zorgvlied
WK170103	Wijk 03 Dwingeloo
WK170104	Wijk 04 Lhee
WK170105	Wijk 05 Eemster
WK170106	Wijk 06 Geeuwenbrug
WK170107	Wijk 07 Dieverbrug
WK170108	Wijk 08 Havelte
WK170109	Wijk 09 Uffelte
WK170110	Wijk 10 Wapserveen
WK170111	Wijk 11 Vledder
WK170112	Wijk 12 Frederiksoord
WK170113	Wijk 13 Nijensleek
WK170114	Wijk 14 Vledderveen
WK170115	Wijk 15 Wilhelminaoord
WK170116	Wijk 16 Doldersum
WK170117	Wijk 17 Boschoord
WK170500	Bemmel
WK170501	Gendt
WK170502	Huissen
WK170503	Loo Gld
WK170504	Angeren
WK170505	Doornenburg
WK170506	Haalderen
WK170507	Ressen
WK170600	Wijk 00 Budel
WK170601	Wijk 01 Schoot
WK170602	Wijk 02 Dorplein
WK170603	Wijk 03 Maarheeze
WK170604	Wijk 04 Soerendonk
WK170605	Wijk 05 Gastel
WK170800	Steenwijk
WK170802	Oldemarkt
WK170803	Kalenberg
WK170804	Kuinre
WK170805	Blankenham
WK170806	Scheerwolde
WK170807	Vollenhove
WK170808	Sint Jansklooster
WK170810	Belt-Schutsloot
WK170811	Wanneperveen
WK170816	Blokzijl
WK170817	Giethoorn
WK170818	Zuidveen
WK170819	Onna
WK170820	Kallenkote
WK170821	Eesveen
WK170822	De Bult
WK170823	Baars
WK170824	Witte Paarden
WK170825	De Pol
WK170826	Willemsoord
WK170827	Marijenkampen
WK170828	Tuk
WK170829	Steenwijkerwold
WK170830	Basse
WK170831	Paasloo
WK170832	IJsselham
WK170833	Ossenzijl
WK170834	Wetering
WK170835	Nederland
WK170836	Baarlo
WK170899	Groot water
WK170900	Wijk 00 Zevenbergen
WK170901	Wijk 01 Zevenbergschen Hoek
WK170902	Wijk 02 Langeweg
WK170903	Wijk 03 Klundert
WK170904	Wijk 04 Moerdijk
WK170905	Wijk 05 Noordhoek
WK170906	Wijk 06 Standdaarbuiten
WK170907	Wijk 07 Fijnaart
WK170908	Wijk 08 Heijningen
WK170909	Wijk 09 Willemstad
WK170910	Wijk 10 Helwijk
WK170999	Groot water
WK171101	Wijk 01 Susteren
WK171102	Wijk 02 Dieteren
WK171103	Wijk 03 Heide
WK171104	Wijk 04 Roosteren
WK171105	Wijk 05 Echt
WK171106	Wijk 06 Maria Hoop
WK171107	Wijk 07 Peij
WK171108	Wijk 08 Slek
WK171109	Wijk 09 Nieuwstadt
WK171110	Wijk 10 Sint Joost
WK171111	Wijk 11 Koningsbosch
WK171400	Wijk 00 Sluis
WK171401	Wijk 01 Retranchement
WK171402	Wijk 02 Aardenburg
WK171403	Wijk 03 Eede
WK171404	Wijk 04 Sint Kruis
WK171405	Wijk 05 Oostburg
WK171406	Wijk 06 Zuidzande
WK171407	Wijk 07 Cadzand
WK171408	Wijk 08 Nieuwvliet
WK171409	Wijk 09 Groede
WK171410	Wijk 10 Breskens
WK171411	Wijk 11 Hoofdplaat
WK171412	Wijk 12 IJzendijke
WK171413	Wijk 13 Schoondijke
WK171414	Wijk 14 Waterlandkerkje
WK171499	Groot water
WK171901	Drimmelen
WK171902	Made
WK171903	Terheijden
WK171904	Wagenberg
WK171905	Hooge Zwaluwe en Zevenbergschen Hoek
WK171906	Lage Zwaluwe
WK172101	Kern Heesch
WK172102	Kern Heeswijk-Dinther
WK172103	Kern Nistelrode
WK172104	Buitengebied Heesch
WK172105	Buitengebied Heeswijk-Dinther
WK172106	Buitengebied Nistelrode
WK172301	Alphen
WK172302	Chaam
WK172303	Strijbeek
WK172304	Galder
WK172305	Ulvenhout AC
WK172306	Bavel AC
WK172400	Wijk 00 Bergeijk 't Hof
WK172401	Wijk 01 Weebosch
WK172402	Wijk 02 Luyksgestel
WK172403	Wijk 03 Riethoven
WK172404	Wijk 04 Westerhoven
WK172405	Wijk 05 Bergeijk 't Loo
WK172406	Wijk 06 Buitengebied
WK172800	Wijk 00 Bladel
WK172801	Wijk 01 Netersel
WK172802	Wijk 02 Hapert
WK172803	Wijk 03 Hoogeloon
WK172804	Wijk 04 Casteren
WK172900	Wijk 00 Gulpen
WK172901	Wijk 01 Wijlre
WK172902	Wijk 02 Eys
WK172903	Wijk 03 Wittem
WK172904	Wijk 04 Mechelen
WK172905	Wijk 05 Epen
WK172906	Wijk 06 Slenaken
WK173000	Wijk 00 Zuidlaren
WK173001	Wijk 01 De Groeve
WK173002	Wijk 02 Zuidlaarderveen
WK173003	Wijk 03 Midlaren
WK173004	Wijk 04 Westlaren
WK173005	Wijk 05 Schuilingsoord
WK173006	Wijk 06 Paterswolde
WK173007	Wijk 07 Eelde
WK173008	Wijk 08 Eelderwolde
WK173009	Wijk 09 Vries
WK173010	Wijk 10 Donderen
WK173011	Wijk 11 Bunne
WK173012	Wijk 12 Yde
WK173013	Wijk 13 Tynaarlo
WK173014	Wijk 14 Zeegse
WK173015	Wijk 15 Zeijen
WK173100	Wijk 00 Beilen
WK173101	Wijk 01 Hijken
WK173102	Wijk 02 Hooghalen
WK173103	Wijk 03 Wijster
WK173104	Wijk 04 Spier
WK173105	Wijk 05 Drijber
WK173106	Wijk 06 Smilde
WK173107	Wijk 07 Bovensmilde
WK173108	Wijk 08 Hoogersmilde
WK173109	Wijk 09 Westerbork
WK173110	Wijk 10 Elp
WK173111	Wijk 11 Witteveen
WK173112	Wijk 12 Nieuw-Balinge
WK173113	Wijk 13 Nieuweroord
WK173114	Wijk 14 Zwiggelte
WK173115	Wijk 15 Orvelte
WK173116	Wijk 16 De Broekstreek
WK173401	Buitengebied Elst
WK173402	Elst-Zuid
WK173403	Elst-Noord
WK173404	De Aam
WK173405	Westeraam
WK173406	Elst-Oost
WK173407	Oosterhout
WK173408	Slijk-Ewijk
WK173409	Herveld
WK173410	Andelst
WK173411	Kern Zetten
WK173412	Buitengebied Zetten
WK173413	Hemmen
WK173414	Randwijk
WK173415	Kern Heteren
WK173416	Buitengebied Heteren
WK173417	Valburg
WK173418	Driel
WK173500	Wijk 00 Goor
WK173501	Wijk 01 De Whee II
WK173502	Wijk 02 Markelo
WK173503	Wijk 03 Verspreide huizen Kerspel en omgeving
WK173504	Wijk 04 Elsen
WK173505	Wijk 05 Diepenheim
WK173506	Wijk 06 Delden
WK173507	Wijk 07 Overig Delden
WK173508	Wijk 08 Hengevelde
WK173509	Wijk 09 Bentelo
WK174000	Wijk 00 Kesteren
WK174001	Wijk 01 Echteld
WK174002	Wijk 02 Dodewaard
WK174200	Wijk 00 Stad Rijssen
WK174202	Wijk 02 Buitengebied Rijssen
WK174203	Wijk 03 Holten
WK174204	Wijk 04 Bedrijventerrein Holten
WK174205	Wijk 05 Buitengebied Holten
WK174207	Wijk 07 Bedrijventerrein Rijssen
WK174208	Wijk 08 Recreatiegebied De Borkeld
WK174209	Wijk 09 Stadsrand Rijssen Noord
WK174210	Wijk 10 Stadsrand Rijssen Zuid
WK174211	Wijk 11 Stadsrand Rijssen Oost
WK177100	Wijk 00 Geldrop
WK177101	Wijk 01 Mierlo
WK177301	Wijk 01 Olst
WK177302	Wijk 02 Wijhe
WK177303	Wijk 03 Wesepe
WK177304	Wijk 04 Boskamp
WK177305	Wijk 05 Boerhaar
WK177306	Wijk 06 Welsum
WK177307	Wijk 07 Den Nul
WK177308	Wijk 08 Eikelhof
WK177309	Wijk 09 Elshof
WK177310	Wijk 10 Marle
WK177311	Wijk 11 Middel
WK177312	Wijk 12 Herxen
WK177410	Wijk 10 Denekamp
WK177411	Wijk 11 Lattrop-Breklenkamp
WK177412	Wijk 12 Tilligte
WK177413	Wijk 13 Agelo
WK177414	Wijk 14 Noord Deurningen
WK177415	Wijk 15 Ootmarsum
WK177416	Wijk 16 Weerselo
WK177417	Wijk 17 Rossum
WK177418	Wijk 18 Saasveld
WK177419	Wijk 19 Deurningen
WK177420	Wijk 20 Nutter
WK177421	Wijk 21 Oud Ootmarsum
WK178301	Wijk 01 Naaldwijk
WK178302	Wijk 02 Honselersdijk
WK178303	Wijk 03 Maasdijk
WK178304	Wijk 04 's-Gravenzande
WK178305	Wijk 05 Monster
WK178306	Wijk 06 Wateringen
WK178307	Wijk 07 De Lier
WK178308	Wijk 08 Kwintsheul
WK178309	Wijk 09 Poeldijk
WK178310	Wijk 10 Ter Heijde
WK178399	Groot water
WK184200	Wijk 00 Schipluiden
WK184201	Wijk 01 Maasland
WK185900	Wijk 00 Borculo
WK185901	Wijk 01 Eibergen
WK185902	Wijk 02 Beltrum
WK185903	Wijk 03 Neede
WK185904	Wijk 04 Ruurlo
WK187600	Wijk 00 Hengelo
WK187601	Wijk 01 Zelhem
WK187602	Wijk 02 Vorden
WK187603	Wijk 03 Steenderen
WK187604	Wijk 04 Hummelo en Keppel
WK188300	Wijk 00 Limbrichterveld
WK188301	Wijk 01 Sittard
WK188302	Wijk 02 Overhoven
WK188303	Wijk 03 Munstergeleen
WK188304	Wijk 04 Guttecoven
WK188305	Wijk 05 Geleen
WK188306	Wijk 06 Holtum-Born
WK188307	Wijk 07 Obbicht en Papenhoven
WK188400	Wijk 00 Roelofarendsveen
WK188401	Wijk 01 Overig Alkemade
WK188402	Wijk 02 Woubrugge
WK188403	Wijk 03 Rijnsaterwoude
WK188404	Wijk 04 Leimuiden
WK189100	Wijk 00 Centrum
WK189101	Wijk 01 Oost
WK189102	Wijk 02 Zuid
WK189103	Wijk 03 West
WK189201	Moerkapelle wijk 01
WK189202	Zevenhuizen wijk 02
WK189203	Moordrecht wijk 03
WK189204	Nieuwerkerk aan den IJssel wijk 04
WK189400	Wijk 00 Grashoek-Koningslust
WK189401	Wijk 01 Panningen
WK189402	Wijk 02 Kessel
WK189403	Wijk 03 Maasbree
WK189404	Wijk 04 Baarlo
WK189405	Wijk 05 Meijel
WK189500	Wijk 00 Winschoten
WK189501	Wijk 01 Finsterwolde
WK189502	Wijk 02 Drieborg
WK189503	Wijk 03 Beerta
WK189504	Wijk 04 Nieuw-Beerta
WK189505	Wijk 05 Nieuweschans
WK189506	Wijk 06 Scheemda-Heiligerlee
WK189507	Wijk 01 Westerlee
WK189508	Wijk 02 Noord
WK189509	Wijk 03 Midwolda
WK189510	Wijk 04 Nieuwolda
WK189599	Groot water
WK189600	Wijk 00 Genemuiden
WK189601	Wijk 01 Kamperzeedijk
WK189602	Wijk 02 Hasselt
WK189603	Wijk 03 Landelijk gebied Hasselt
WK189604	Wijk 04 Zwartsluis
WK189605	Wijk 05 Mastenbroek
WK189699	Groot water
WK190000	Wijk 00 Bolsward
WK190001	Wijk 01 Sneek
WK190002	Wijk 02 Nijefurd
WK190003	Wijk 03 Koudum
WK190004	Wijk 04 Hemelum
WK190005	Wijk 05 IJlst
WK190006	Wijk 06 Zuid IJlst
WK190007	Wijk 07 Oost IJlst
WK190008	Wijk 08 West IJlst
WK190009	Wijk 09 Oosthem
WK190010	Wijk 10 Noordwest IJlst
WK190011	Wijk 11 Zuidoost IJlst
WK190012	Wijk 12 Woudsend
WK190013	Wijk 13 Bouwhoek
WK190014	Wijk 14 Weidestreek Oost
WK190015	Wijk 15 Weidestreek West
WK190016	Wijk 16 Weidestreek Zuid
WK190017	Wijk 17 Makkum
WK190018	Wijk 18 Weidestreek Zuidwest
WK190019	Wijk 19 Boarnsterhim
WK190020	Wijk 20 Littenseradiel
WK190099	Groot water
WK190101	Bodegraven-Noord
WK190102	Bodegraven-Zuid
WK190103	Nieuwerbrug aan den Rijn
WK190104	Reeuwijk-Dorp
WK190105	Reeuwijk-Brug
WK190106	Driebruggen
WK190107	Waarder
WK190300	Wijk 00 Eijsden
WK190301	Wijk 01 Gronsveld
WK190302	Wijk 02 Margraten
WK190303	Wijk 03 Cadier en Keer
WK190304	Wijk 04 Sint Geertruid
WK190305	Wijk 05 Mheer - Noorbeek
WK190401	Wijk 01 Maarssen
WK190402	Wijk 02 Breukelen
WK190403	Wijk 03 Loenen aan de Vecht
WK190404	Wijk 04 Nieuwer Ter Aa
WK190405	Wijk 05 Kockengen
WK190406	Wijk 06 Vreeland
WK190407	Wijk 07 Tienhoven
WK190408	Wijk 08 Nigtevecht
WK190409	Wijk 09 Nieuwersluis
WK190410	Wijk 10 Loenersloot
WK190411	Wijk 11 Oud Zuilen
WK190412	Wijk 12 Maarssenbroek
WK191101	Anna Paulowna
WK191102	Breezand
WK191103	Wieringerwaard
WK191104	Westerland
WK191105	Hippolytushoef
WK191106	Den Oever
WK191107	Wieringerwerf
WK191108	Kreileroord
WK191109	Slootdorp
WK191110	Middenmeer
WK191111	Kolhorn
WK191112	Barsingerhorn
WK191113	Haringhuizen
WK191114	Lutjewinkel
WK191115	Winkel
WK191116	Nieuwe Niedorp
WK191117	't Veld
WK191118	Zijdewind
WK191119	Oude Niedorp
WK191199	Groot water
WK191601	De Zijde / Duivenvoorde / Park Veursehout
WK191602	Prinsenhof
WK191603	't Lien / De Rietvink
WK191604	Stompwijk
WK191605	Leidschendam - Zuid en omgeving
WK191606	De Heuvel / Amstelwijk
WK191607	Damsigt en omgeving
WK191608	Essesteijn
WK191609	Voorburg Midden
WK191610	Bovenveen
WK191611	Voorburg Noord
WK191612	Voorburg West / Park Leeuwenbergh
WK191613	Voorburg Oud
WK192400	Goedereede
WK192401	Ouddorp
WK192402	Stellendam
WK192403	Middelharnis
WK192404	Ooltgensplaat
WK192405	Den Bommel
WK192406	Oude-Tonge
WK192407	Dirksland
WK192408	Melissant
WK192409	Herkingen
WK192410	Sommelsdijk
WK192411	Nieuwe-Tonge
WK192412	Stad aan 't Haringvliet
WK192413	Achthuizen
WK192499	Groot water
WK192601	Pijnacker
WK192602	Nootdorp
WK192603	Delfgauw
WK193001	Centrum
WK193002	Schiekamp
WK193003	Hoogwerf
WK193004	Vierambachten
WK193005	De Hoek
WK193006	Gildenwijk
WK193007	Groenewoud
WK193008	Sterrenkwartier
WK193009	Schenkel
WK193010	De Elementen
WK193011	Vogelenzang
WK193012	De Akkers
WK193013	Vriesland
WK193014	Waterland
WK193015	Maaswijk
WK193016	Halfweg
WK193017	Buitengebied
WK193025	Heenvliet
WK193027	Geervliet
WK193029	Abbenbroek
WK193031	Zuidland
WK193033	Simonshaven
WK193050	Hekelingen
WK193099	Groot water
WK193100	Wijk 00 Lekkerkerk
WK193101	Wijk 01 Krimpen aan de Lek
WK193102	Wijk 02 Ouderkerk aan den IJssel
WK193103	Wijk 03 Gouderak
WK193104	Wijk 04 Bergambacht
WK193105	Wijk 05 Bergstoep
WK193106	Wijk 06 Ammerstol
WK193107	Wijk 07 Berkenwoude
WK193108	Wijk 08 Haastrecht
WK193110	Wijk 10 Stolwijk
WK193111	Wijk 11 Vlist
WK193112	Wijk 12 Schoonhoven
WK194001	Wijk 01 Akmarijp
WK194002	Wijk 02 Bakhuizen
WK194003	Wijk 03 Balk
WK194004	Wijk 04 Bantega
WK194005	Wijk 05 Boornzwaag
WK194006	Wijk 06 Broek
WK194007	Wijk 07 Delfstrahuizen
WK194008	Wijk 08 Dijken
WK194009	Wijk 09 Doniaga
WK194010	Wijk 10 Echten
WK194011	Wijk 11 Echtenerbrug
WK194012	Wijk 12 Eesterga
WK194013	Wijk 13 Elahuizen
WK194014	Wijk 14 Follega
WK194015	Wijk 15 Goingarijp
WK194016	Wijk 16 Harich
WK194017	Wijk 17 Haskerhorne
WK194018	Wijk 18 Idskenhuizen
WK194019	Wijk 19 Joure
WK194020	Wijk 20 Kolderwolde
WK194021	Wijk 21 Langweer
WK194022	Wijk 22 Legemeer
WK194023	Wijk 23 Lemmer
WK194024	Wijk 24 Mirns
WK194025	Wijk 25 Nijehaske
WK194026	Wijk 26 Nijemirdum
WK194027	Wijk 27 Oldeouwer
WK194028	Wijk 28 Oosterzee
WK194029	Wijk 29 Oudega
WK194030	Wijk 30 Oudehaske
WK194031	Wijk 31 Oudemirdum
WK194032	Wijk 32 Ouwsterhaule
WK194033	Wijk 33 Ouwster-Nijega
WK194034	Wijk 34 Rijs
WK194035	Wijk 35 Rohel
WK194036	Wijk 36 Rotstergaast
WK194037	Wijk 37 Rotsterhaule
WK194038	Wijk 38 Rottum
WK194039	Wijk 39 Ruigahuizen
WK194040	Wijk 40 Scharsterbrug
WK194041	Wijk 41 Sint Nicolaasga
WK194042	Wijk 42 Sinjohannesga
WK194043	Wijk 43 Sloten
WK194044	Wijk 44 Snikzwaag
WK194045	Wijk 45 Sondel
WK194046	Wijk 46 Terherne
WK194047	Wijk 47 Terkaple
WK194048	Wijk 48 Teroele
WK194049	Wijk 49 Tjerkgaast
WK194050	Wijk 50 Vegelinsoord
WK194051	Wijk 51 Wijckel
WK194099	Groot water
WK194200	Bussum Centrum
WK194201	Brediuskwartier
WK194202	Eng
WK194203	Spiegel
WK194204	Muiden
WK194205	Naarden
WK194299	Groot water
WK194500	Beek
WK194501	Berg en Dal
WK194502	Breedeweg
WK194503	De Horst
WK194504	Erlecom
WK194505	Groesbeek
WK194506	Heilig Landstichting
WK194507	Kekerdom
WK194508	Leuth
WK194509	Millingen aan de Rijn
WK194510	Ooij
WK194511	Persingen
WK194512	Ubbergen
WK194801	Erp
WK194802	Schijndel
WK194803	Sint-Oedenrode
WK194804	Veghel
WK194915	Achlum
WK194916	St.-Annaparochie
WK194917	Baaium
WK194918	Berltsum
WK194919	Bitgum
WK194920	Bitgummole
WK194921	Blessum
WK194922	Boer
WK194923	Boksum
WK194924	Deinum
WK194925	Dongjum
WK194926	Dronryp
WK194927	Firdgum
WK194928	Franeker
WK194929	Herbaijum
WK194930	Hitzum
WK194931	Ingelum
WK194932	St.-Jacobiparochie
WK194933	Klooster Lidlum
WK194934	Marsum
WK194935	Menaam
WK194936	Minnertsga
WK194937	Nij Altoenae
WK194938	Oosterbierum
WK194939	Oudebildtzijl
WK194940	Peins
WK194941	Pietersbierum
WK194942	Ried
WK194943	Schalsum
WK194944	Sexbierum
WK194945	Skingen
WK194946	Slappeterp
WK194947	Spannum
WK194948	Tzum
WK194949	Tzummarum
WK194950	Vrouwenparochie
WK194951	Westhoek
WK194952	Wier
WK194953	Winsum
WK194954	Wjelsryp
WK194955	Zweins
WK194999	Groot water
WK195000	Wijk 00 Bellingwolde
WK195001	Wijk 01 Oost
WK195002	Wijk 02 Blijham
WK195003	Wijk 03 Sellingen
WK195004	Wijk 04 Vlagtwedde
WK195005	Wijk 05 Bourtange
WK195006	Wijk 06 Sellingerbeetse
WK195007	Wijk 07 Ter Apel
WK195008	Wijk 08 Ter Wisch
WK195009	Wijk 09 de Maten
WK195201	Foxham en Hoogezand-Noord
WK195202	Hoogezand-Zuid
WK195203	Kalkwijk
WK195204	Sappemeer
WK195205	Kiel-Windeweer
WK195206	Kropswolde
WK195207	Foxhol
WK195208	Westerbroek en Waterhuizen
WK195209	Harkstede, Scharmer en Woudbloem
WK195210	Kolham
WK195211	Froombosch
WK195212	Slochteren
WK195213	Schildwolde
WK195214	Hellum
WK195215	Siddeburen
WK195216	Eemskanaal-Zuid
WK195217	Tjuchem en Steendam
WK195218	Muntendam
WK195219	Noordbroek
WK195220	Zuidbroek
WK195221	Meeden
WK195400	Wijk 00 Onderbanken
WK195401	Wijk 01 Nuth
WK195402	Wijk 02 Wijnandsrade
WK195403	Wijk 03 Hulsberg
WK195404	Wijk 04 Schimmert
WK195405	Wijk 05
WK195406	Wijk 06 Amstenrade - Oirsbeek
WK195500	Wijk 00 's-Heerenberg
WK195501	Wijk 01 Brakel
WK195502	Wijk 02 Didam
WK195901	Werkendam
WK195902	Sleeuwijk
WK195903	Nieuwendijk
WK195904	Hank
WK195905	Dussen
WK195906	Woudrichem
WK195907	Rijswijk (NB)
WK195908	Uitwijk
WK195909	Waardhuizen
WK195910	Giessen
WK195911	Andel
WK195912	Almkerk
WK195913	Veen
WK195914	Wijk en Aalburg
WK195915	Babyloniënbroek
WK195916	Meeuwen
WK195917	Eethen
WK195918	Drongelen
WK195919	Genderen
WK196000	Geldermalsen
WK196001	Deil
WK196002	Beesd
WK196003	Buurmalsen
WK196004	Meteren
WK196005	Haaften
WK196006	Waardenburg en Opijnen
WK196007	Varik en Ophemert
WK196008	Asperen
WK196009	Heukelum
WK196010	Vuren
WK196011	Herwijnen
WK196101	Tienhoven aan de Lek
WK196102	Tienhoven aan de Lek buitengebied
WK196103	Ameide
WK196104	Ameide buitengebied
WK196105	Meerkerk
WK196106	Meerkerk buitengebied
WK196107	Lexmond
WK196108	Lexmond buitengebied
WK196109	Nieuwland
WK196110	Nieuwland buitengebied
WK196111	Leerbroek
WK196112	Leerbroek buitengebied
WK196113	Kedichem
WK196114	Kedichem buitengebied
WK196115	Hei- en Boeicop
WK196116	Hei- en Boeicop buitengebied
WK196117	Oosterwijk
WK196118	Amaliastein
WK196119	Monnikenhof
WK196120	Vianen bedrijventerrein
WK196121	Vianen centrum
WK196122	De Hagen
WK196123	Vianen buitengebied
WK196124	Leerdam-West
WK196125	Leerdam-Noord
WK196126	Leerdam centrum
WK196127	Leerdam-Oost
WK196128	Nieuw Schaik
WK196129	Leerdam buitengebied
WK196130	Schoonrewoerd
WK196131	Schoonrewoerd buitengebied
WK196132	Zijderveld
WK196133	Zijderveld buitengebied
WK196134	Hagestein
WK196135	Hagestein buitengebied
WK196136	Hoef en Haag
WK196137	Everdingen
WK196138	Everdingen buitengebied
WK196139	Ossenwaard
WK196300	Oud-Beijerland
WK196301	Heinenoord
WK196302	Mijnsheerenland
WK196303	Westmaas
WK196304	Puttershoek
WK196305	Maasdam
WK196306	's-Gravendeel
WK196307	Strijen
WK196308	Klaaswaal
WK196309	Numansdorp
WK196310	Zuid-Beijerland
WK196311	Goudswaard
WK196312	Piershil
WK196313	Nieuw-Beijerland
WK196399	Groot water
WK196601	Ulrum
WK196602	Leens
WK196603	Kloosterburen
WK196604	Oude Land
WK196605	Sauwerd
WK196606	Winsum
WK196607	Baflo
WK196608	Bedum
WK196609	Warffum
WK196610	Kantens
WK196611	Usquert
WK196612	Uithuizen
WK196613	Uithuizermeeden
WK196614	Eemshavengebied
WK196699	Groot water
WK196900	Wijk 00 Grootegast
WK196901	Wijk 01 Lutjegast
WK196902	Wijk 02 Opende
WK196903	Wijk 03 Oldekerk
WK196904	Wijk 04 Leek
WK196905	Wijk 05 Zevenhuizen
WK196906	Wijk 06 Tolbert
WK196907	Wijk 07 Midwolde
WK196908	Wijk 08 Lettelbert
WK196909	Wijk 09 Oostwold
WK196910	Wijk 10 Enumatil
WK196911	Wijk 11 Marum
WK196912	Wijk 12 De Wilp
WK196913	Wijk 13
WK196914	Wijk 14
WK196915	Wijk 15
WK196916	Wijk 16
WK196917	Wijk 17
WK196999	Groot water
WK197000	Dokkum
WK197001	Metslawier
WK197002	Ee - Zuidoost
WK197003	Anjum - Noordoost
WK197004	Oosternijkerk - Noordwest
WK197005	Ternaard
WK197006	Holwerd
WK197007	Hantum
WK197008	Wijk 08 Bouwstreek
WK197009	Wijk 09 Zuidwest
WK197010	Wijk 10
WK197011	Wijk 11 Kollum
WK197012	Wijk 12 Oost
WK197013	Wijk 13 Noordwest
WK197014	Wijk 14 Zuidwest
WK197099	Groot water
WK197801	Wijk01-Arkel
WK197802	Wijk02-Bleskensgraaf ca
WK197803	Wijk03-Brandwijk
WK197804	Wijk04-Giessenburg
WK197805	Wijk05-Goudriaan
WK197806	Wijk06-Groot-Ammers
WK197807	Wijk07-Hoogblokland
WK197808	Wijk08-Hoornaar
WK197809	Wijk09-Kinderdijk
WK197810	Wijk10-Langerak
WK197811	Wijk11-Molenaarsgraaf
WK197812	Wijk12-Nieuw-Lekkerland
WK197813	Wijk13-Nieuwpoort
WK197814	Wijk14-Noordeloos
WK197815	Wijk15-Ottoland
WK197816	Wijk16-Oud-Alblas
WK197817	Wijk17-Schelluinen
WK197818	Wijk18-Streefkerk
WK197819	Wijk19-Waal
WK197820	Wijk20-Wijngaarden
WK197901	Delfzijl-Centrum
WK197902	West
WK197903	Farmsum
WK197904	Tuikwerd
WK197905	Fivelzigt
WK197906	Noord
WK197907	Buitengebied Noord-Bierum
WK197908	Oosterhorn
WK197909	Buitengebied Zuid-Termunten
WK197910	Tussengebied
WK197911	Appingedam-Centrum
WK197912	Appingedam-Oost
WK197913	Appingedam-West
WK197914	Buitengebied Noord-Appingedam
WK197915	Buitengebied Zuid-Appingedam
WK197916	Buitengebied Noord-Loppersum
WK197917	Buitengebied Noord-Stedum
WK197918	Buitengebied Noord-Middelstum
WK197919	Buitengebied Noord-'t Zandt
WK197999	Groot water
WK198001	Oudkarspel
WK198002	Noord-Scharwoude
WK198003	Zuid-Scharwoude
WK198004	Broek op Langedijk
WK198005	Sint-Pancras
WK198006	Koedijk
WK198010	Schrijverswijk
WK198011	Schilderswijk
WK198012	Planetenwijk
WK198013	Bomen- Recreatiewijk
WK198014	Heemradenwijk
WK198015	Edelstenenwijk
WK198016	Molenwijk
WK198017	Rivierenwijk
WK198018	Stadshart
WK198019	Broekhorn
WK198020	Bedrijventerrein Heerhugowaard
WK198021	Butterhuizen
WK198022	Oostertocht
WK198023	Zuidwijk
WK198024	Huygenhoek
WK198025	Stad van de Zon
WK198026	De Draai
WK198027	De Noord
WK198028	t Kruis
WK198201	Velp
WK198202	Grave
WK198203	Escharen
WK198204	Gassel
WK198205	Linden
WK198206	Katwijk
WK198207	Beers
WK198208	Cuijk
WK198209	Langenboom
WK198210	Mill
WK198211	Vianen
WK198212	Sint Agatha
WK198213	Haps
WK198214	Oeffelt
WK198215	Sint Hubert
WK198216	Wilbertoord
WK198217	Wanroij
WK198218	Rijkevoort
WK198219	Beugen
WK198220	Landhorst
WK198221	Ledeacker
WK198222	Boxmeer
WK198223	Sint Anthonis
WK198224	Sambeek
WK198225	Oploo
WK198226	Stevensbeek
WK198227	Vortum-Mullem
WK198228	Groeningen
WK198229	Westerbeek
WK198230	Overloon
WK198231	Vierlingsbeek
WK198232	Holthees
WK198233	Maashees
WK199101	Uden
WK199102	Volkel
WK199103	Odiliapeel
WK199104	Schaijk
WK199105	Reek
WK199106	Zeeland
WK199200	Hellevoet
WK199201	Nieuw-Helvoet
WK199202	Nieuwenhoorn
WK199203	De Struyten
WK199204	De Kooistee
WK199205	Den Bonsen Hoek
WK199206	Ravense Hoek
WK199207	Centrumgebied
WK199208	Kickers Bloem
WK199209	Buitengebied
WK199210	Oudenhoorn
WK199220	Rockanje
WK199221	Oostvoorne
WK199230	Brielle
WK199231	Vierpolders
WK199232	Zwartewaal
WK199233	Recreatiestrook Brielse Maas
WK199299	Groot water
