kvknummer,sbicode,vestigingsnummer
41222776,Ondersteuning en begeleiding van gehandicapten (88.10.3),000027704181
41222776,Grafische afwerking en overige activiteiten verwant aan de drukkerij (18.14),000020868448
41222776,Reclamebureaus (73.11),000020868448
41222776,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000027706109
41222776,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000027705315
41222776,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000027705331
41222776,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000027705366
41222776,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000027705293
41222776,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048521809
41222776,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000027706974
41222777,Algemene ziekenhuizen (86.10.2),000031324398
41222777,Thuiszorg (88.10.1),000031324398
41222777,"Medische laboratoria, trombosediensten en overig behandelingsondersteunend onderzoek (86.92.4)",000043149065
41223799,Verzorgingshuizen (87.30.2),000000098752
41223799,Verzorgingshuizen (87.30.2),000021563233
41223799,Verzorgingshuizen (87.30.2),000021563276
41223799,Verzorgingshuizen (87.30.2),000021563241
41223799,Verzorgingshuizen (87.30.2),000027838439
41223799,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000027838439
41223799,Verzorgingshuizen (87.30.2),000000098779
41223799,Verzorgingshuizen (87.30.2),000021563268
41223799,Verzorgingshuizen (87.30.2),000000098744
41223799,Verzorgingshuizen (87.30.2),000021563284
41223799,Verpleeghuizen (87.10),000027838404
41223799,Verzorgingshuizen (87.30.2),000027838404
41223799,Verzorgingshuizen (87.30.2),000021563292
41223799,Verzorgingshuizen (87.30.2),000021566089
41223799,Thuiszorg (88.10.1),000021566089
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056715137
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056714769
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056728360
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056728158
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056728328
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056727526
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056715765
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056715617
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056728778
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713460
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056729006
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056728093
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056727844
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043147909
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056727909
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056727879
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056715994
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056715633
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056715374
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056714963
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056728395
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056728190
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000029161606
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056709250
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713878
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024588334
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024478245
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056727461
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056715668
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056715390
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056715005
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056728573
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056727496
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056931824
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056715773
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056715447
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056715102
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056714696
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056728220
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056728018
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056727836
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024478237
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024502049
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713142
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713398
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713002
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056727593
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713746
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056712456
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056714238
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713320
41224666,Biotechnologisch speur- en ontwikkelingswerk op het gebied van agrarische producten en processen (72.11.1),000056712863
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056712227
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056716370
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713894
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056716400
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713541
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713401
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056712723
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056712596
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713835
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713673
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713533
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713371
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056712936
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056712553
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056714149
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713290
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713789
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056714068
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713649
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713517
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056712901
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056712405
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056714173
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713819
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713711
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713770
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713576
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713347
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713037
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056712669
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056711646
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043147860
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043147844
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043147836
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043147828
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053916794
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056716397
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056712472
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056716362
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056716427
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056716389
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713231
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056712952
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056716354
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713525
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713215
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056712790
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056716435
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056716419
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713606
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056731000
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056713177
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024502030
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056727941
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024588318
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024511978
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024502162
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024502146
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024478156
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024478210
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024480150
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024480134
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024480142
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024480762
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024502022
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043147879
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043147852
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043147895
41224666,Brede administratieve dienstverlening (82.11),000043147895
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000029161584
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024502014
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024478202
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000029159199
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024502189
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024502197
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043147925
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024511994
41224666,Vervaardiging van brood en vers banketbakkerswerk (10.71),000024511994
41224666,"Vervaardiging van overige artikelen van hout en van artikelen van kurk, riet en vlechtwerk (geen meubels) (16.29)",000024511994
41224666,Vervaardiging van overige keramische producten (rest) (23.49),000024511994
41224666,Vervaardiging van overige meubels (31.09),000024511994
41224666,Brede administratieve dienstverlening (82.11),000024511994
41224666,Overige drukkerijen (rest) (18.12.9),000024511994
41224666,Praktijken van fysiotherapeuten (86.91.2),000024511994
41224666,"Praktijken van psychotherapeuten, psychologen en pedagogen (86.91.3)",000024511994
41224666,Overige paramedische praktijken (geen fysiotherapie en psychologie) en alternatieve genezers (86.91.9),000024511994
41224666,Arbobegeleiding en reïntegratie (86.92.2),000024511994
41224666,Jeugdzorg met overnachting en dagverblijven voor jeugdzorg (87.90.1),000024511994
41224666,Ondersteuning en begeleiding van gehandicapten (88.10.3),000024511994
41224666,Ambulante jeugdzorg (88.99.1),000024511994
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000057178895
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000057202389
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000057202397
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000056715463
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024588326
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043147917
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024502170
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000020868022
41224666,"Vervaardiging van overige artikelen van hout en van artikelen van kurk, riet en vlechtwerk (geen meubels) (16.29)",000020868022
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000024511951
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043208908
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043202918
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043206603
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043207049
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043207448
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043207480
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043207685
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043207987
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043208126
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043208223
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043208436
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043208614
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043205623
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043208770
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043205712
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043205968
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043206042
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043206190
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043206220
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043206328
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043206441
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043203272
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043205348
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043205437
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043203728
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043203841
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043204090
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043204317
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043204430
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043204570
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043204945
41224666,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043205216
41225010,Apotheken (47.73),000031423043
41225010,Apotheken (47.73),000031057225
41225010,Apotheken (47.73),000031057233
41225010,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000032404212
41225010,Verhuur en lease van overige machines en werktuigen en van overige goederen (geen automaten) (77.39.9),000017386713
41225010,Apotheken (47.73),000017386713
41225010,Algemene ziekenhuizen (86.10.2),000032404220
41225010,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000032404204
41225010,Algemene ziekenhuizen (86.10.2),000028379780
41225010,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000028379802
41225010,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000028379810
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000038025191
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000038025191
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000038025183
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000038025183
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000038025175
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000038025175
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000038025167
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000038025167
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000038025159
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000038025159
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028233492
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028233492
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233492
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028233883
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233883
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028233107
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233107
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028229509
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028229509
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028229509
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028233859
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233859
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028233867
41225437,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000028233875
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233875
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028233506
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233506
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028233573
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233573
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028233557
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028233557
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233557
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028233549
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028233549
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233549
41225437,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000045514739
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032727402
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000032727402
41225437,Overige administratiekantoren (69.20.9),000038025221
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028229517
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028229517
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028229517
41225437,Maatschappelijk opvang met overnachting (87.90.2),000028231171
41225437,Maatschappelijk opvang met overnachting (87.90.2),000028231201
41225437,Maatschappelijk opvang met overnachting (87.90.2),000028231228
41225437,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000045514720
41225437,Overige administratiekantoren (69.20.9),000045514755
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028231945
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028231945
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028231945
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028229487
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028777271
41225437,Overige administratiekantoren (69.20.9),000038025965
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000055373143
41225437,Verpleeghuizen (87.10),000055373143
41225437,Overige administratiekantoren (69.20.9),000055373143
41225437,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000055373143
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000055373143
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000055373143
41225437,Maatschappelijk opvang met overnachting (87.90.2),000055373143
41225437,Overige administratiekantoren (69.20.9),000038025256
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028233824
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032727445
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000032727445
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000032727437
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000032727437
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000038025892
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000038025892
41225437,Overige administratiekantoren (69.20.9),000038025876
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000038025914
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000038025914
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000038025930
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000038025930
41225437,Maatschappelijk opvang met overnachting (87.90.2),000028229614
41225437,Overige administratiekantoren (69.20.9),000038025205
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028229657
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028229657
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028231988
41225437,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000028231961
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028231961
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028231953
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028231953
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028231996
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028231996
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028232003
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028232003
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028229681
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028229681
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028230280
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028230280
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028230299
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028230299
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028230302
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028230302
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028230353
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028230353
41225437,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000045514712
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000045514763
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000045514763
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000055530710
41225437,Verpleeghuizen (87.10),000055530710
41225437,Overige administratiekantoren (69.20.9),000055530710
41225437,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000055530710
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000055530710
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000055530710
41225437,Maatschappelijk opvang met overnachting (87.90.2),000055530710
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000055732720
41225437,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000055732720
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000055732720
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028232011
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028232011
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028232011
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028232038
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028232038
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028232046
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028232046
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028232054
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028232054
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000039620611
41225437,Maatschappelijk opvang met overnachting (87.90.2),000028233603
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028233603
41225437,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000028233018
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233018
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028233581
41225437,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000028233581
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000028233581
41225437,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000032727429
41225437,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000032727429
41225437,Maatschappelijk opvang met overnachting (87.90.2),000032727429
41225437,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028233034
